1,0.0107917,0.0107917,0.0321581,0.0321581,0.0528102,0.0528102,0.0720742,0.0720742,0.08912,0.08912,0.103373,0.103373,0.115067,0.115067,0.124796,0.124796,0.125029,0.125029,0.126848,0.126848,0.131148,0.134041,0.131148,0.134041,0.138129,0.138129,0.142589,0.142589,0.148411,0.148411,0.150927,0.150927,0.162374,0.159171,0.159171,0.162374,0.16736,0.16736,0.175482,0.175482,0.179604,0.179604,0.183488,0.183488,0.191274,0.191274,0.198661,0.198661,0.199092,0.199092,0.205322,0.205322,0.21067,0.21067,0.219869,0.213789,0.21379,0.219869,0.24123,0.24123,0.262602,0.262973,0.262973,0.266099,0.266099,0.271455,0.262602,0.271456,0.273653,0.273653,0.27527,0.27527,0.278104,0.278453,0.278453,0.283101,0.2832,0.278104,0.283101,0.2832,0.285409,0.285409,0.289069,0.289069,0.292902,0.292902,0.296164,0.299662,0.296164,0.299662,0.299737,0.299737,0.304143,0.304143,0.312672,0.312672,0.316388,0.316388,0.32005,0.32005,0.321119,0.321119,0.325902,0.325902,0.327264,0.327264,0.327342,0.327342,0.342889,0.344767,0.342889,0.344767,0.348209,0.348209,0.349223,0.349223,0.356327,0.356327,0.35646,0.35646,0.356972,0.356972,0.363916,0.363916,0.367543,0.367543,0.36767,0.36767,0.371396,0.371396,0.377071,0.37967,0.377071,0.378263,0.378263,0.37967,0.383498,0.383498,0.385193,0.385804,0.385808,0.385988,0.386088,0.385193,0.386005,0.386109,0.391908,0.391908,0.393925,0.397394
2,0.0101578,0.0114253,0.0315371,0.0327785,0.0522188,0.0534005,0.0715352,0.0726113,0.0886573,0.0895802,0.102994,0.10375,0.114752,0.11538,0.124753,0.124767,0.124826,0.125304,0.126757,0.126941,0.130986,0.133784,0.131312,0.134297,0.13788,0.138381,0.142341,0.142836,0.148056,0.148769,0.150683,0.15117,0.161913,0.158929,0.159412,0.162838,0.167119,0.1676,0.175245,0.17572,0.17906,0.18015,0.183255,0.18372,0.19105,0.191498,0.198452,0.198496,0.198869,0.199688,0.205141,0.205501,0.21054,0.210799,0.219247,0.213739,0.213837,0.220492,0.240599,0.241861,0.261979,0.262926,0.263024,0.26597,0.26623,0.271276,0.263224,0.271636,0.27363,0.273678,0.2752,0.275342,0.277896,0.278338,0.278569,0.28262,0.282945,0.278312,0.283259,0.283778,0.28519,0.285629,0.288876,0.289262,0.292684,0.293119,0.295941,0.299359,0.296387,0.299568,0.299902,0.299945,0.303899,0.304388,0.312418,0.312926,0.316337,0.319872,0.320884,0.316456,0.320229,0.321353,0.325759,0.326042,0.326883,0.32717,0.327351,0.327803,0.342453,0.344735,0.343323,0.344807,0.348,0.348421,0.349035,0.349413,0.356097,0.356107,0.356547,0.356683,0.356822,0.357262,0.363693,0.36414,0.367212,0.36737,0.367876,0.367969,0.371181,0.37161,0.376815,0.379286,0.377327,0.378077,0.378447,0.380055,0.383383,0.383611,0.38497,0.385775,0.385835,0.385985,0.386088,0.385415,0.386006,0.386111,0.391752,0.39206,0.39347,0.397365
3,0.00952377,0.0120588,0.0309155,0.0333982,0.0516262,0.0539895,0.0709942,0.0731464,0.0881922,0.0900379,0.102612,0.104125,0.114436,0.115692,0.124476,0.12474,0.124859,0.125579,0.126668,0.127036,0.130826,0.133527,0.131479,0.134553,0.137633,0.138636,0.142094,0.143084,0.147705,0.14913,0.15044,0.151414,0.161454,0.158688,0.159654,0.163306,0.166879,0.167839,0.175007,0.175957,0.178517,0.180698,0.183021,0.183953,0.190825,0.191722,0.197901,0.198242,0.199077,0.200286,0.204959,0.20568,0.210407,0.210926,0.218625,0.213686,0.213882,0.221116,0.239968,0.242493,0.261355,0.262881,0.263077,0.265843,0.266363,0.271097,0.263846,0.271818,0.273608,0.273704,0.275131,0.275415,0.277689,0.278224,0.278687,0.282037,0.282789,0.27852,0.283417,0.284353,0.28497,0.28585,0.288684,0.289457,0.292466,0.293336,0.295719,0.299038,0.296612,0.299396,0.300063,0.300208,0.303655,0.304634,0.312164,0.31318,0.316304,0.319695,0.320648,0.316544,0.320409,0.321585,0.325613,0.326178,0.326425,0.327068,0.32743,0.328266,0.342015,0.344712,0.343755,0.344854,0.347796,0.348638,0.348848,0.349606,0.355731,0.355887,0.356395,0.356768,0.357181,0.357554,0.363469,0.364364,0.366882,0.367067,0.368209,0.368267,0.370967,0.371823,0.376557,0.378904,0.377581,0.37789,0.37863,0.380443,0.383264,0.383721,0.384746,0.385744,0.38586,0.385983,0.386086,0.385636,0.386008,0.386113,0.391591,0.392207,0.393017,0.39734
4,0.00888957,0.0126921,0.0302933,0.0340174,0.0510324,0.0545773,0.0704514,0.0736796,0.0877245,0.0904931,0.102228,0.104498,0.114118,0.116002,0.124198,0.124715,0.124893,0.125853,0.126581,0.127133,0.130669,0.13327,0.131648,0.134809,0.13739,0.138894,0.141846,0.143331,0.147356,0.149494,0.150196,0.151657,0.160999,0.158446,0.159895,0.163776,0.166639,0.168079,0.174769,0.176194,0.177977,0.182788,0.184185,0.1906,0.181249,0.191945,0.197308,0.198032,0.199284,0.200885,0.204776,0.205857,0.210273,0.211051,0.218004,0.21363,0.213923,0.221739,0.239337,0.243124,0.260731,0.262839,0.263133,0.265718,0.266498,0.270919,0.264467,0.272001,0.273588,0.273731,0.275063,0.275489,0.277483,0.278111,0.278806,0.281453,0.282635,0.278729,0.283577,0.28475,0.284925,0.28607,0.288494,0.289653,0.292247,0.293553,0.295498,0.298698,0.296837,0.29922,0.30022,0.30045,0.303411,0.304879,0.311909,0.313435,0.316287,0.319519,0.32041,0.31665,0.32059,0.321815,0.325463,0.325971,0.326309,0.326959,0.3275,0.32873,0.341575,0.344697,0.344185,0.34491,0.347596,0.348663,0.348859,0.349799,0.355363,0.355667,0.356109,0.356989,0.357539,0.357847,0.363245,0.364587,0.366553,0.366763,0.368545,0.368563,0.370751,0.372036,0.376299,0.378524,0.377702,0.377834,0.378812,0.380832,0.383143,0.383828,0.384521,0.385711,0.385884,0.38598,0.386085,0.385856,0.386011,0.386114,0.391425,0.392348,0.392567,0.397317
5,0.00825523,0.0133252,0.0296706,0.0346359,0.0504376,0.0551639,0.0699067,0.0742107,0.0872544,0.0909458,0.101842,0.104869,0.113798,0.116311,0.123919,0.124691,0.124929,0.126126,0.126496,0.127231,0.130514,0.133012,0.131819,0.135064,0.137149,0.139155,0.141598,0.143578,0.147012,0.149862,0.149952,0.1519,0.160546,0.158204,0.160137,0.164248,0.166399,0.168319,0.174531,0.176432,0.177439,0.182555,0.184418,0.190374,0.1818,0.192169,0.196716,0.197821,0.199491,0.201485,0.204592,0.206034,0.210137,0.211174,0.217383,0.213572,0.213962,0.222364,0.238706,0.243755,0.260107,0.2628,0.263191,0.265595,0.266634,0.270743,0.265087,0.272186,0.273569,0.27376,0.274997,0.275565,0.277278,0.278,0.278926,0.280866,0.282482,0.278939,0.283738,0.284531,0.285495,0.28629,0.288304,0.289849,0.292028,0.293769,0.295278,0.298342,0.297062,0.299041,0.300371,0.300671,0.303168,0.305126,0.311655,0.313689,0.316286,0.319345,0.320171,0.316776,0.320771,0.322043,0.325311,0.325519,0.326437,0.326842,0.327563,0.329194,0.341134,0.34469,0.344613,0.344973,0.347401,0.348481,0.349083,0.349995,0.354993,0.355449,0.355824,0.357211,0.357894,0.358141,0.363021,0.36481,0.366226,0.366458,0.368858,0.368881,0.370536,0.372248,0.376039,0.378146,0.377512,0.378086,0.378992,0.381224,0.38302,0.383932,0.384295,0.385677,0.385906,0.385978,0.386084,0.386013,0.386074,0.386115,0.391256,0.392118,0.392483,0.397297
6,0.00762075,0.013958,0.0290473,0.0352537,0.0498416,0.0557492,0.0693602,0.0747399,0.0867819,0.091396,0.101453,0.105237,0.113477,0.116619,0.123639,0.124669,0.124967,0.126399,0.126413,0.127332,0.130361,0.132753,0.131993,0.135319,0.136911,0.139419,0.141349,0.143824,0.14667,0.149708,0.150233,0.152144,0.160096,0.157962,0.160378,0.164724,0.166159,0.168559,0.174293,0.176669,0.176902,0.182321,0.18465,0.190149,0.182354,0.192391,0.196125,0.19761,0.199696,0.202086,0.204407,0.206209,0.209999,0.211294,0.216763,0.213511,0.213999,0.222988,0.238075,0.244386,0.259482,0.262764,0.263253,0.265474,0.266773,0.270568,0.265707,0.272371,0.273551,0.27379,0.274932,0.275642,0.277072,0.27789,0.279047,0.280277,0.282331,0.279149,0.2839,0.284312,0.286061,0.286511,0.288115,0.290047,0.291809,0.293984,0.295059,0.297969,0.297289,0.298859,0.300518,0.30087,0.302926,0.305373,0.311401,0.313943,0.3163,0.319173,0.319931,0.316923,0.320953,0.322269,0.32507,0.325155,0.32656,0.326719,0.327617,0.32966,0.34069,0.344692,0.345039,0.345043,0.347211,0.348301,0.34931,0.350192,0.354621,0.35523,0.355541,0.357432,0.358247,0.358437,0.362797,0.365033,0.3659,0.366151,0.369151,0.369219,0.370319,0.37246,0.375778,0.377769,0.377321,0.378337,0.379171,0.381617,0.382893,0.384033,0.384069,0.38564,0.385927,0.385976,0.386082,0.386015,0.386115,0.386292,0.391084,0.391672,0.392612,0.39728
7,0.00698613,0.0145906,0.0284235,0.0358709,0.0492445,0.0563332,0.0688119,0.075267,0.0863069,0.0918437,0.101062,0.105603,0.113155,0.116925,0.123358,0.124649,0.125006,0.126331,0.126671,0.127435,0.13021,0.132494,0.132169,0.135573,0.136676,0.139686,0.141101,0.144071,0.146331,0.149464,0.150607,0.152387,0.159649,0.15772,0.16062,0.165202,0.165918,0.168799,0.174055,0.176368,0.176906,0.182087,0.184881,0.189922,0.18291,0.192614,0.195535,0.197398,0.199902,0.202688,0.20422,0.206383,0.209859,0.211413,0.216143,0.213447,0.214032,0.223613,0.237444,0.245017,0.258857,0.26273,0.263317,0.265355,0.266913,0.270394,0.266326,0.272557,0.273535,0.273822,0.274869,0.27572,0.276868,0.277781,0.27917,0.279686,0.28218,0.279359,0.284063,0.284093,0.286624,0.286732,0.287928,0.290245,0.29159,0.294199,0.29484,0.297581,0.297516,0.298675,0.300659,0.301048,0.302684,0.30562,0.311147,0.314197,0.316328,0.319002,0.319689,0.317089,0.321135,0.322493,0.324625,0.324997,0.326589,0.326679,0.327662,0.330126,0.340245,0.344703,0.34512,0.345463,0.347027,0.348123,0.349541,0.35039,0.354246,0.355012,0.355259,0.357654,0.362572,0.358599,0.358734,0.365256,0.365575,0.365842,0.369442,0.369558,0.370103,0.372671,0.375517,0.377394,0.377129,0.378587,0.379348,0.382012,0.382764,0.383841,0.384131,0.385602,0.385946,0.385974,0.38608,0.386018,0.386115,0.386508,0.390908,0.391228,0.392733,0.397266
8,0.0063514,0.0152229,0.0277992,0.0364873,0.0486464,0.0569159,0.0682617,0.075792,0.0858295,0.0922889,0.100669,0.105967,0.112831,0.11723,0.123077,0.124631,0.125047,0.126252,0.126942,0.127539,0.130062,0.132235,0.132347,0.135828,0.136443,0.139956,0.140852,0.144317,0.145996,0.14922,0.150985,0.15263,0.159206,0.157479,0.160861,0.165678,0.165683,0.169038,0.173817,0.175836,0.177143,0.181853,0.185113,0.189696,0.183467,0.192836,0.194946,0.197186,0.200106,0.203291,0.204033,0.206556,0.209717,0.21153,0.215524,0.213381,0.214062,0.224239,0.236813,0.245648,0.258231,0.2627,0.263383,0.265238,0.267055,0.270221,0.266944,0.272744,0.273521,0.273855,0.274807,0.2758,0.276664,0.277674,0.279093,0.279294,0.282031,0.27957,0.283875,0.284227,0.286953,0.287184,0.287741,0.290445,0.29137,0.294414,0.294622,0.297178,0.297744,0.298488,0.300794,0.301204,0.302442,0.305868,0.310894,0.31445,0.316368,0.318833,0.319446,0.317275,0.321318,0.322715,0.324183,0.324837,0.326453,0.326793,0.327699,0.330593,0.339798,0.344723,0.345204,0.345885,0.346847,0.347948,0.349776,0.35059,0.35387,0.354794,0.354979,0.357876,0.362348,0.358948,0.359032,0.365251,0.365479,0.365532,0.369733,0.369886,0.369898,0.372881,0.375254,0.377021,0.376936,0.378836,0.379524,0.382409,0.382633,0.383612,0.384227,0.385561,0.385964,0.385972,0.386078,0.38602,0.386115,0.386724,0.390729,0.390787,0.392847,0.397255
9,0.00571657,0.015855,0.0271743,0.0371031,0.0480472,0.0574973,0.0677098,0.0763149,0.0853497,0.0927315,0.100273,0.106329,0.112505,0.117533,0.122795,0.124614,0.12509,0.126174,0.127212,0.127646,0.129916,0.131976,0.132528,0.136082,0.136213,0.140228,0.140603,0.144564,0.145664,0.148976,0.151365,0.152873,0.158765,0.157237,0.161102,0.165438,0.166167,0.169278,0.173579,0.175306,0.177379,0.181619,0.185344,0.18947,0.184026,0.193057,0.194359,0.196973,0.20031,0.203845,0.203895,0.206727,0.209574,0.211644,0.214906,0.213311,0.21409,0.224865,0.236182,0.246279,0.257604,0.262672,0.263452,0.265124,0.267198,0.270049,0.267561,0.272932,0.273507,0.273889,0.274746,0.275881,0.276461,0.277567,0.278498,0.279419,0.281882,0.279782,0.283656,0.284393,0.287174,0.287555,0.28774,0.290645,0.29115,0.294405,0.294627,0.296762,0.297972,0.298299,0.300923,0.301339,0.302202,0.306116,0.31064,0.314704,0.316421,0.318667,0.319203,0.317481,0.3215,0.322935,0.323747,0.324674,0.32631,0.326902,0.327728,0.33106,0.33935,0.344751,0.345294,0.346305,0.346673,0.347775,0.350013,0.350791,0.353491,0.354577,0.3547,0.358099,0.362124,0.359295,0.359332,0.364929,0.365219,0.365702,0.369669,0.370021,0.37024,0.373091,0.374989,0.37665,0.376742,0.379084,0.379698,0.382499,0.382808,0.383382,0.384319,0.385518,0.385971,0.38598,0.386075,0.386023,0.386114,0.386938,0.390347,0.390547,0.392952,0.397247
10,0.00508164,0.0164868,0.026549,0.0377181,0.047447,0.0580773,0.0671561,0.0768358,0.0848674,0.0931717,0.0998751,0.106689,0.112177,0.117835,0.122511,0.124599,0.125135,0.126098,0.127482,0.127755,0.129771,0.131715,0.132711,0.135986,0.136335,0.140354,0.140504,0.14481,0.145335,0.148732,0.151749,0.153116,0.158327,0.156995,0.161344,0.165197,0.166654,0.169517,0.173341,0.174779,0.177616,0.181385,0.185576,0.189243,0.184587,0.193278,0.193773,0.196759,0.200513,0.203656,0.204499,0.206897,0.209429,0.211757,0.214288,0.21324,0.214115,0.225491,0.235552,0.24691,0.256978,0.262647,0.263524,0.265011,0.267344,0.269879,0.268178,0.273121,0.273495,0.273925,0.274687,0.275963,0.276259,0.277463,0.277902,0.279546,0.281735,0.279994,0.283438,0.284559,0.287371,0.287394,0.288292,0.290846,0.29093,0.294189,0.29484,0.296333,0.298108,0.298202,0.301044,0.301453,0.301961,0.306364,0.310386,0.314957,0.316485,0.318503,0.318958,0.317707,0.321682,0.323152,0.323315,0.324509,0.326161,0.327005,0.327748,0.331526,0.3389,0.344789,0.345391,0.346505,0.346722,0.347605,0.350253,0.350993,0.353111,0.354361,0.354423,0.358321,0.3619,0.359632,0.35964,0.364608,0.364906,0.365924,0.369451,0.370309,0.370584,0.373301,0.374724,0.37628,0.376547,0.379331,0.37987,0.382362,0.383152,0.383209,0.384409,0.385473,0.385969,0.385996,0.386073,0.386026,0.386113,0.387151,0.38991,0.390363,0.393049,0.397241
11,0.00444662,0.0171184,0.0259232,0.0383324,0.0468458,0.058656,0.0666007,0.0773545,0.0843828,0.0936094,0.0994746,0.107046,0.111848,0.118136,0.122227,0.124586,0.125182,0.126024,0.127751,0.127865,0.12963,0.131455,0.132897,0.135762,0.136588,0.140105,0.140783,0.14501,0.145056,0.148488,0.152136,0.153358,0.157893,0.156753,0.161585,0.164957,0.167143,0.169757,0.173102,0.174253,0.177852,0.18115,0.185807,0.189015,0.185149,0.193188,0.193499,0.196545,0.200715,0.203466,0.205105,0.207066,0.209282,0.211867,0.21367,0.213165,0.214137,0.226118,0.234921,0.247541,0.256351,0.262625,0.263599,0.264901,0.267491,0.26971,0.268794,0.273311,0.273485,0.273962,0.274629,0.276047,0.276057,0.277304,0.277359,0.279673,0.281589,0.280206,0.28322,0.284727,0.287187,0.287616,0.28884,0.29071,0.291048,0.293973,0.295053,0.295893,0.297914,0.298432,0.301159,0.301546,0.301722,0.306613,0.310133,0.315211,0.316559,0.318342,0.318713,0.317951,0.321865,0.32289,0.323367,0.324342,0.326007,0.327103,0.32776,0.331993,0.338448,0.344835,0.345493,0.346343,0.347138,0.347437,0.350497,0.351197,0.352728,0.354145,0.354147,0.358544,0.361676,0.359934,0.359984,0.364288,0.36459,0.366147,0.369233,0.370594,0.370928,0.373509,0.374457,0.375912,0.37635,0.379577,0.380041,0.382223,0.38292,0.384496,0.385425,0.385968,0.386018,0.386021,0.386078,0.383614,0.386102,0.387363,0.389475,0.390176,0.393136,0.397238
